abalanzar;ekilibrar
alambicará;alambikara
alambicarán;alambikaran
alambicarás;alambikaras
alambicaré;alambikare
alambicaí;alambikai
alambicaía;alambikaia
alambicaíamos;alambikaiamos
alambicaían;alambikaian
alambicaías;alambikaias
alargaieron;alargaieron
alargaimos;alargaimos
alargaiste;alargaiste
alargaió;alargaio
alargaremos;alargaremos
alargará;alargara
alargarán;alargaran
alargarás;alargaras
alargaré;alargare
alargaí;alargai
alargaía;alargaia
alargaíamos;alargaiamos
alargaían;alargaian
alargaías;alargaias
alarmar;alarmar
albala;dokumento ofisial
albergaieron;albergaieron
albergaimos;albergaimos
albergaiste;albergaiste
albergaió;albergaio
albergaremos;albergaremos
albergará;albergara
albergarán;albergaran
albergarás;albergaras
albergaré;albergare
albergaí;albergai
albergaía;albergaia
albergaíamos;albergaiamos
albergaían;albergaian
albergaías;albergaias
albondiga;koftika
alcanza;alkanza
alcanzaba;alkanzaba
alcanzaban;alkanzaban
alcanzabas;alkanzabas
alcanzamos;alkanzamos
alcanzan;alkanzan
alcanzar;alkansar
alcanzaremos;alkansaremos
alcanzaron;alkansaron
alcanzará;alkansara
alcanzarán;alkansaran
alcanzarás;alkansaras
alcanzaré;alkansare
alcanzas;alkanzas
alcanzaste;alkanzaste
alcanzo;alkanzo
alcanzábamos;alkanzabamos
alcanzé;alkanze
alcanzó;alkanzo
alcohol;alkol
alegaieron;alegaieron
alegaimos;alegaimos
alegaiste;alegaiste
alegaió;alegaio
alegaremos;alegaremos
alegará;alegara
alegarán;alegaran
alegarás;alegaras
alegaré;alegare
alegaí;alegai
alegaía;alegaia
alegaíamos;alegaiamos
alegaían;alegaian
alegaías;alegaias
alegre;alegre
alegria;alegriya
alegría;alegriya
alejar;aleshar
alentaieron;alentaieron
alentaimos;alentaimos
alentaiste;alentaiste
alentaió;alentaio
alentaremos;alentaremos
alentará;alentara
alentarán;alentaran
alentarás;alentaras
alentaré;alentare
alentaí;alentai
alentaía;alentaia
alentaíamos;alentaiamos
alentaían;alentaian
alentaías;alentaias
alfabetizaieron;alfabetizaieron
alfabetizaimos;alfabetizaimos
alfabetizaiste;alfabetizaiste
alfabetizaió;alfabetizaio
alfabetizaremos;alfabetisaremos
alfabetizará;alfabetisara
alfabetizarán;alfabetisaran
alfabetizarás;alfabetisaras
alfabetizaré;alfabetisare
alfabetizaí;alfabetizai
alfabetizaía;alfabetizaia
alfabetizaíamos;alfabetizaiamos
alfabetizaían;alfabetizaian
alfabetizaías;alfabetizaias
algarabía;bavajada
algarabía;patrania
algo;algo
aliaieron;aliaieron
aliaimos;aliaimos
aliaiste;aliaiste
aliaió;aliaio
aliaremos;aliaremos
aliará;aliara
aliarán;aliaran
aliarás;aliaras
aliaré;aliare
aliaí;aliai
aliaía;aliaia
aliaíamos;aliaiamos
aliaían;aliaian
aliaías;aliaias
alimenta;alimenta
alimentar;alimentar
alimento;alimento
allá;aya
alma;alma
almorzar;komer por midi
almuerzo;komida de midi
almíbar;komposto
alocaieron;alokaieron
alocaimos;alokaimos
alocaiste;alokaiste
alocaió;alokaio
alocaremos;alokaremos
alocará;alokara
alocarán;alokaran
alocarás;alokaras
alocaré;alokare
alocaí;alokai
alocaía;alokaia
alocaíamos;alokaiamos
alocaían;alokaian
alocaías;alokaias
alongaieron;alongaieron
alongaimos;alongaimos
alongaiste;alongaiste
alongaió;alongaio
alongaremos;alongaremos
alongará;alongara
alongarán;alongaran
alongarás;alongaras
alongaré;alongare
alongaí;alongai
alongaía;alongaia
alongaíamos;alongaiamos
alongaían;alongaian
alongaías;alongaias
alquilar;alkilar
alrededor;alderredor
alto;alto
alumbrar;asender
alumna;eleva
alumno;elevo
alzaieron;alzaieron
alzaimos;alzaimos
alzaiste;alzaiste
alzaió;alzaio
alzaremos;alsaremos
alzará;alsara
alzarán;alsaran
alzarás;alsaras
alzaré;alsare
alzaí;alzai
alzaía;alzaia
alzaíamos;alzaiamos
alzaían;alzaian
alzaías;alzaias
amagaieron;amagaieron
amagaimos;amagaimos
amagaiste;amagaiste
amagaió;amagaio
amagaremos;amagaremos
amagará;amagara
amagarán;amagaran
amagarás;amagaras
amagaré;amagare
amagaí;amagai
amagaía;amagaia
amagaíamos;amagaiamos
amagaían;amagaian
amagaías;amagaias
amanece;amanese
amanecemos;amanesemos
amanecen;amanesen
amanecer;amaneser
amaneceremos;amaneseremos
amanecerá;amanesera
amanecerán;amaneseran
amanecerás;amaneseras
amaneceré;amanesere
amaneces;amaneses
amanecieron;amanesieron
amanecimos;amanesimos
amaneciste;amanesiste
amaneció;amanesio
amaneco;amaneko
amanecí;amaneci
amanecía;amanecia
amanecíamos;amaneciamos
amanecían;amanecian
amanecías;amanecias
amante;amante
amar;kerer bien
amargaieron;amargaieron
amargaimos;amargaimos
amargaiste;amargaiste
amargaió;amargaio
amargaremos;amargaremos
amargará;amargara
amargarán;amargaran
amargarás;amargaras
amargaré;amargare
amargaí;amargai
amargaía;amargaia
amargaíamos;amargaiamos
amargaían;amargaian
amargaías;amargaias
amargo;amargo
amarillo;amariyo
amenazaieron;amenazaieron
amenazaimos;amenazaimos
amenazaiste;amenazaiste
amenazaió;amenazaio
amenazaremos;amenasaremos
amenazará;amenasara
amenazarán;amenasaran
amenazarás;amenasaras
amenazaré;amenasare
amenazaí;amenazai
amenazaía;amenazaia
amenazaíamos;amenazaiamos
amenazaían;amenazaian
amenazaías;amenazaias
amenguaieron;amengaieron
amenguaimos;amengaimos
amenguaiste;amengaiste
amenguaió;amengaio
amenguaremos;amengaremos
amenguará;amengara
amenguarán;amengaran
amenguarás;amengaras
amenguaré;amengare
amenguaí;amengai
amenguaía;amengaia
amenguaíamos;amengaiamos
amenguaían;amengaian
amenguaías;amengaias
amenizaieron;amenizaieron
amenizaimos;amenizaimos
amenizaiste;amenizaiste
amenizaió;amenizaio
amenizaremos;amenisaremos
amenizará;amenisara
amenizarán;amenisaran
amenizarás;amenisaras
amenizaré;amenisare
amenizaí;amenizai
amenizaía;amenizaia
amenizaíamos;amenizaiamos
amenizaían;amenizaian
amenizaías;amenizaias
americanizaieron;amerikanizaieron
americanizaimos;amerikanizaimos
americanizaiste;amerikanizaiste
americanizaió;amerikanizaio
americanizaremos;amerikanisaremos
americanizará;amerikanisara
americanizarán;amerikanisaran
americanizarás;amerikanisaras
americanizaré;amerikanisare
americanizaí;amerikanizai
americanizaía;amerikanizaia
americanizaíamos;amerikanizaiamos
americanizaían;amerikanizaian
americanizaías;amerikanizaias
amiga;amiga
amigo;amigo
amistad;amistad
amnistiaieron;amnistiaieron
amnistiaimos;amnistiaimos
amnistiaiste;amnistiaiste
amnistiaió;amnistiaio
amnistiaremos;amnistiaremos
amnistiará;amnistiara
amnistiarán;amnistiaran
amnistiarás;amnistiaras
amnistiaré;amnistiare
amnistiaí;amnistiai
amnistiaía;amnistiaia
amnistiaíamos;amnistiaiamos
amnistiaían;amnistiaian
amnistiaías;amnistiaias
amoblaieron;amoblaieron
amoblaimos;amoblaimos
amoblaiste;amoblaiste
amoblaió;amoblaio
amoblaremos;amoblaremos
amoblará;amoblara
amoblarán;amoblaran
amoblarás;amoblaras
amoblaré;amoblare
amoblaí;amoblai
amoblaía;amoblaia
amoblaíamos;amoblaiamos
amoblaían;amoblaian
amoblaías;amoblaias
amohinaieron;amoinaieron
amohinaimos;amoinaimos
amohinaiste;amoinaiste
amohinaió;amoinaio
amohinaremos;amoinaremos
amohinará;amoinara
amohinarán;amoinaran
amohinarás;amoinaras
amohinaré;amoinare
amohinaí;amoinai
amohinaía;amoinaia
amohinaíamos;amoinaiamos
amohinaían;amoinaian
amohinaías;amoinaias
amor;amor
amordazaieron;amodrazaieron
amordazaimos;amodrazaimos
amordazaiste;amodrazaiste
amordazaió;amodrazaio
amordazaremos;amodrasaremos
amordazará;amodrasara
amordazarán;amodrasaran
amordazarás;amodrasaras
amordazaré;amodrasare
amordazaí;amodrazai
amordazaía;amodrazaia
amordazaíamos;amodrazaiamos
amordazaían;amodrazaian
amordazaías;amodrazaias
amortiguaieron;amortigaieron
amortiguaimos;amortigaimos
amortiguaiste;amortigaiste
amortiguaió;amortigaio
amortiguaremos;amortigaremos
amortiguará;amortigara
amortiguarán;amortigaran
amortiguarás;amortigaras
amortiguaré;amortigare
amortiguaí;amortigai
amortiguaía;amortigaia
amortiguaíamos;amortigaiamos
amortiguaían;amortigaian
amortiguaías;amortigaias
amortizaieron;amortizaieron
amortizaimos;amortizaimos
amortizaiste;amortizaiste
amortizaió;amortizaio
amortizaremos;amortisaremos
amortizará;amortisara
amortizarán;amortisaran
amortizarás;amortisaras
amortizaré;amortisare
amortizaí;amortizai
amortizaía;amortizaia
amortizaíamos;amortizaiamos
amortizaían;amortizaian
amortizaías;amortizaias
ampliaieron;ampliaieron
ampliaimos;ampliaimos
ampliaiste;ampliaiste
ampliaió;ampliaio
ampliaremos;ampliaremos
ampliará;ampliara
ampliarán;ampliaran
ampliarás;ampliaras
ampliaré;ampliare
ampliaí;ampliai
ampliaía;ampliaia
ampliaíamos;ampliaiamos
ampliaían;ampliaian
ampliaías;ampliaias
amplificaieron;amplifikaieron
amplificaimos;amplifikaimos
amplificaiste;amplifikaiste
amplificaió;amplifikaio
amplificaremos;amplifikaremos
amplificará;amplifikara
amplificarán;amplifikaran
amplificarás;amplifikaras
amplificaré;amplifikare
amplificaí;amplifikai
amplificaía;amplifikaia
amplificaíamos;amplifikaiamos
amplificaían;amplifikaian
amplificaías;amplifikaias
analizaieron;analizaieron
analizaimos;analizaimos
analizaiste;analizaiste
analizaió;analizaio
analizaremos;analisaremos
analizará;analisara
analizarán;analisaran
analizarás;analisaras
analizaré;analisare
analizaí;analizai
analizaía;analizaia
analizaíamos;analizaiamos
analizaían;analizaian
analizaías;analizaias
anarquizaieron;anarkizaieron
anarquizaimos;anarkizaimos
anarquizaiste;anarkizaiste
anarquizaió;anarkizaio
anarquizaremos;anarkisaremos
anarquizará;anarkisara
anarquizarán;anarkisaran
anarquizarás;anarkisaras
anarquizaré;anarkisare
anarquizaí;anarkizai
anarquizaía;anarkizaia
anarquizaíamos;anarkizaiamos
anarquizaían;anarkizaian
anarquizaías;anarkizaias
ancho;ancho
anciana;aedada
anciano;aedado
andar;irse
anegaieron;anegaieron
anegaimos;anegaimos
anegaiste;anegaiste
anegaió;anegaio
anegaremos;anegaremos
anegará;anegara
anegarán;anegaran
anegarás;anegaras
anegaré;anegare
anegaí;anegai
anegaía;anegaia
anegaíamos;anegaiamos
anegaían;anegaian
anegaías;anegaias
anestésico;anesteziko
animal;animal
animan;arebiven
animar;animar
animar;enkorajar
anoche;anoche
anocheceremos;anoseseremos
anochecerá;anosesera
anochecerán;anoseseran
anochecerás;anoseseras
anocheceré;anosesere
anochecieron;anosesieron
anochecimos;anosesimos
anocheciste;anosesiste
anocheció;anosesio
anochecí;anosesi
anochecía;anosesia
anochecíamos;anosesiamos
anochecían;anosesian
anochecías;anosesias
ansiaieron;ansiaieron
ansiaimos;ansiaimos
ansiaiste;ansiaiste
ansiaió;ansiaio
ansiaremos;ansiaremos
ansiará;ansiara
ansiarán;ansiaran
ansiarás;ansiaras
ansiaré;ansiare
ansiaí;ansiai
ansiaía;ansiaia
ansiaíamos;ansiaiamos
ansiaían;ansiaian
ansiaías;ansiaias
antagonizaieron;antagonizaieron
antagonizaimos;antagonizaimos
antagonizaiste;antagonizaiste
antagonizaió;antagonizaio
antagonizaremos;antagonisaremos
antagonizará;antagonisara
antagonizarán;antagonisaran
antagonizarás;antagonisaras
antagonizaré;antagonisare
antagonizaí;antagonizai
antagonizaía;antagonizaia
antagonizaíamos;antagonizaiamos
antagonizaían;antagonizaian
antagonizaías;antagonizaias
ante;en prezensia
anteayer;antiyer
antedecieron;antedesieron
antedecimos;antedesimos
antedeciremos;antedeziremos
antedecirá;antedezira
antedecirán;antedeziran
antedecirás;antedeziras
antedeciré;antedezire
antedeciste;antedesiste
antedeció;antedesio
antedecí;antedeci
antedecía;antedecia
antedecíamos;antedeciamos
antedecían;antedecian
antedecías;antedecias
antepagaieron;antepagaieron
antepagaimos;antepagaimos
antepagaiste;antepagaiste
antepagaió;antepagaio
antepagaremos;antepagaremos
antepagará;antepagara
antepagarán;antepagaran
antepagarás;antepagaras
antepagaré;antepagare
antepagaí;antepagai
antepagaía;antepagaia
antepagaíamos;antepagaiamos
antepagaían;antepagaian
antepagaías;antepagaias
antepenúltimo;doz antes del dalkavo
anteponeremos;anteponeremos
anteponerá;anteponera
anteponerán;anteponeran
anteponerás;anteponeras
anteponeré;anteponere
anteponieron;anteponieron
anteponimos;anteponimos
anteponiste;anteponiste
anteponió;anteponio
anteponí;anteponi
anteponía;anteponia
anteponíamos;anteponiamos
anteponían;anteponian
anteponías;anteponias
antes;antes
anteveremos;anteveremos
anteverá;antevera
anteverán;anteveran
anteverás;anteveras
anteveré;antevere
antevieron;antevieron
antevimos;antevimos
anteviste;anteviste
antevió;antevio
anteví;antevi
antevía;antevia
antevíamos;anteviamos
antevían;antevian
antevías;antevias
antigua;antika
antiguaieron;antigaieron
antiguaimos;antigaimos
antiguaiste;antigaiste
antiguaió;antigaio
antiguaremos;antigaremos
antiguará;antigara
antiguarán;antigaran
antiguarás;antigaras
antiguaré;antigare
antiguaí;antigai
antiguaía;antigaia
antiguaíamos;antigaiamos
antiguaían;antigaian
antiguaías;antigaias
antiguo;viejo 
antigüedad;antikita
anudarse;echarse anyudo
anunciar;anunsiar
anís;anito
apacentaieron;apasentaieron
apacentaimos;apasentaimos
apacentaiste;apasentaiste
apacentaió;apasentaio
apacentaremos;apasentaremos
apacentará;apasentara
apacentarán;apasentaran
apacentarás;apasentaras
apacentaré;apasentare
apacentaí;apasentai
apacentaía;apasentaia
apacentaíamos;apasentaiamos
apacentaían;apasentaian
apacentaías;apasentaias
apaciguaieron;apasigaieron
apaciguaimos;apasigaimos
apaciguaiste;apasigaiste
apaciguaió;apasigaio
apaciguaremos;apasigaremos
apaciguarseemos;apasigarseemos
apaciguarseá;apasigarsea
apaciguarseán;apasigarsean
apaciguarseás;apasigarseas
apaciguarseé;apasigarsee
apaciguarsieron;apasigarsieron
apaciguarsimos;apasigarsimos
apaciguarsiste;apasigarsiste
apaciguarsió;apasigarsio
apaciguarsí;apasigarsi
apaciguarsía;apasigarsia
apaciguarsíamos;apasigarsiamos
apaciguarsían;apasigarsian
apaciguarsías;apasigarsias
apaciguará;apasigara
apaciguarán;apasigaran
apaciguarás;apasigaras
apaciguaré;apasigare
apaciguaí;apasigai
apaciguaía;apasigaia
apaciguaíamos;apasigaiamos
apaciguaían;apasigaian
apaciguaías;apasigaias
apagar;amatar
apagarseemos;apagarseemos
apagarseá;apagarsea
apagarseán;apagarsean
apagarseás;apagarseas
apagarseé;apagarsee
apagarsieron;apagarsieron
apagarsimos;apagarsimos
apagarsiste;apagarsiste
apagarsió;apagarsio
apagarsí;apagarsi
apagarsía;apagarsia
apagarsíamos;apagarsiamos
apagarsían;apagarsian
apagarsías;apagarsias
apalancaieron;apalankaieron
apalancaimos;apalankaimos
apalancaiste;apalankaiste
apalancaió;apalankaio
apalancaremos;apalankaremos
apalancará;apalankara
apalancarán;apalankaran
apalancarás;apalankaras
apalancaré;apalankare
apalancaí;apalankai
apalancaía;apalankaia
apalancaíamos;apalankaiamos
apalancaían;apalankaian
apalancaías;apalankaias
apaniguaieron;apanigaieron
apaniguaimos;apanigaimos
apaniguaiste;apanigaiste
apaniguaió;apanigaio
apaniguaremos;apanigaremos
apaniguará;apanigara
apaniguarán;apanigaran
apaniguarás;apanigaras
apaniguaré;apanigare
apaniguaí;apanigai
apaniguaía;apanigaia
apaniguaíamos;apanigaiamos
apaniguaían;apanigaian
apaniguaías;apanigaias
aparcaieron;aparkaieron
aparcaimos;aparkaimos
aparcaiste;aparkaiste
aparcaió;aparkaio
aparcaremos;aparkaremos
aparcará;aparkara
aparcarán;aparkaran
aparcarás;aparkaras
aparcaré;aparkare
aparcaí;aparkai
aparcaía;aparkaia
aparcaíamos;aparkaiamos
aparcaían;aparkaian
aparcaías;aparkaias
aparece;aparese
aparecemos;aparesemos
aparecen;aparesen
aparecer;apareser
apareceremos;apareseremos
aparecerá;aparesera
aparecerán;apareseran
aparecerás;apareseras
apareceré;aparesere
apareces;apareses
aparecieron;aparesieron
aparecimos;aparesimos
apareciste;aparesiste
apareció;aparesio
apareco;apareko
aparecí;apareci
aparecía;aparecia
aparecíamos;apareciamos
aparecían;aparecian
aparecías;aparecias
aparente;aparente
apartado;apartado 
apartar;apartar
apega;atamienta
apego;atamiento
apellida;alkunya
apellido;alkunya
apenas;apenas
apertura;avyertura
apeteceremos;apeteseremos
apetecerá;apetesera
apetecerán;apeteseran
apetecerás;apeteseras
apeteceré;apetesere
apetecieron;apetesieron
apetecimos;apetesimos
apeteciste;apetesiste
apeteció;apetesio
apetecí;apetesi
apetecía;apetesia
apetecíamos;apetesiamos
apetecían;apetesian
apetecías;apetesias
aplacaieron;aplakaieron
aplacaimos;aplakaimos
aplacaiste;aplakaiste
aplacaió;aplakaio
aplacaremos;aplakaremos
aplacará;aplakara
aplacarán;aplakaran
aplacarás;aplakaras
aplacaré;aplakare
aplacaí;aplakai
aplacaía;aplakaia
aplacaíamos;aplakaiamos
aplacaían;aplakaian
aplacaías;aplakaias
aplazaieron;aplazaieron
aplazaimos;aplazaimos
aplazaiste;aplazaiste
aplazaió;aplazaio
aplazaremos;aplasaremos
aplazará;aplasara
aplazarán;aplasaran
aplazarás;aplasaras
aplazaré;aplasare
aplazaí;aplazai
aplazaía;aplazaia
aplazaíamos;aplazaiamos
aplazaían;aplazaian
aplazaías;aplazaias
aplicaieron;aplikaieron
aplicaimos;aplikaimos
aplicaiste;aplikaiste
aplicaió;aplikaio
aplicaremos;aplikaremos
aplicarseemos;aplikarseemos
aplicarseá;aplikarsea
aplicarseán;aplikarsean
aplicarseás;aplikarseas
aplicarseé;aplikarsee
aplicarsieron;aplikarsieron
aplicarsimos;aplikarsimos
aplicarsiste;aplikarsiste
aplicarsió;aplikarsio
aplicarsí;aplikarsi
aplicarsía;aplikarsia
aplicarsíamos;aplikarsiamos
aplicarsían;aplikarsian
aplicarsías;aplikarsias
aplicará;aplikara
aplicarán;aplikaran
aplicarás;aplikaras
aplicaré;aplikare
aplicaí;aplikai
aplicaía;aplikaia
aplicaíamos;aplikaiamos
aplicaían;aplikaian
aplicaías;aplikaias
aponeremos;aponeremos
aponerá;aponera
aponerán;aponeran
aponerás;aponeras
aponeré;aponere
aponieron;aponieron
aponimos;aponimos
aponiste;aponiste
aponió;aponio
aponí;aponi
aponía;aponia
aponíamos;aponiamos
aponían;aponian
aponías;aponias
apostaieron;apostaieron
apostaimos;apostaimos
apostaiste;apostaiste
apostaió;apostaio
apostaremos;apostaremos
apostará;apostara
apostarán;apostaran
apostarás;apostaras
apostaré;apostare
apostaí;apostai
apostaía;apostaia
apostaíamos;apostaiamos
apostaían;apostaian
apostaías;apostaias
apostillar;notar
apoyando;apoyando
apoyar;arrimar
apreciado;presiado 
aprender;ambezar
aprendiendo;ambezando
aprendizaje;aprendizaje
apreta;apreta
apretaba;apretaba
apretaban;apretaban
apretabas;apretabas
apretamos;apretamos
apretan;apretan
apretar;apretar
apretaremos;apretaremos
apretaron;apretaron
apretará;apretara
apretarán;apretaran
apretarás;apretaras
apretaré;apretare
apretas;apretas
apretaste;apretaste
apreto;apreto
apretábamos;apretabamos
apreté;aprete
apretó;apreto
apriscaieron;apriskaieron
apriscaimos;apriskaimos
apriscaiste;apriskaiste
apriscaió;apriskaio
apriscaremos;apriskaremos
apriscará;apriskara
apriscarán;apriskaran
apriscarás;apriskaras
apriscaré;apriskare
apriscaí;apriskai
apriscaía;apriskaia
apriscaíamos;apriskaiamos
apriscaían;apriskaian
apriscaías;apriskaias
aprobar;reushir el egzamen
aprovechar;profitar
aproximadamente;aproksimativamente
aquella;akeya
aquello;akeyo
aquí;aki
arar;arar
arbol;arvol
arca;arka
archiva;archiva
archivo;archivo
arco;arko
ardor;ardor
arengaieron;arengaieron
arengaimos;arengaimos
arengaiste;arengaiste
arengaió;arengaio
arengaremos;arengaremos
arengará;arengara
arengarán;arengaran
arengarás;arengaras
arengaré;arengare
arengaí;arengai
arengaía;arengaia
arengaíamos;arengaiamos
arengaían;arengaian
arengaías;arengaias
argüieron;arguieron
argüimos;arguimos
argüiremos;arguiremos
argüirá;arguira
argüirán;arguiran
argüirás;arguiras
argüiré;arguire
argüiste;arguiste
argüió;arguio
argüí;argui
argüía;arguia
argüíamos;arguiamos
argüían;arguian
argüías;arguias
arma;arma
armaria;almaria
armario;almario
aroma;parfum
arpía;djibeladjuz
arraigaieron;arraigaieron
arraigaimos;arraigaimos
arraigaiste;arraigaiste
arraigaió;arraigaio
arraigaremos;arraigaremos
arraigará;arraigara
arraigarán;arraigaran
arraigarás;arraigaras
arraigaré;arraigare
arraigaí;arraigai
arraigaía;arraigaia
arraigaíamos;arraigaiamos
arraigaían;arraigaian
arraigaías;arraigaias
arrancaieron;arrankaieron
